age,animation_time_between_frames,block_number,condition,date,difficulty_category,expected_response,focal_image_id,lure,lure_kind,n_back_block_total,n_back_blocks_reversed,n_back_display_time,n_back_focal_image_height,n_back_image_id,n_back_image_overlap,n_back_interstimulus_interval,n_back_max_difficulty,n_back_max_errors_to_raise_difficulty,n_back_min_errors_to_lower_difficulty,n_back_practice_max_difficulty,n_back_prime_image_height,n_back_prime_list_name,n_back_start_difficulty,n_back_task,n_back_task_critical_age,n_back_type,order_set,output_location,participant,participant_num,position_in_block,practice_run,prime_folder,prime_image_display_time,prime_image_id,prime_image_path,prime_task,reaction_time,user_correct,user_response,younger_than_or_at_critical_age
17,1,0,3,Mon Apr  1 11:11:29 2019,old,0,4,0,,4,0,1,10,,1,0.5,3,3,5,2,10,B,1,1,6,1,1_1.csv,data,A063,63,0,1,images/prime/task/B,1.5,bowl_8.png,images/prime/task/B/bowl/bowl_8.png,1,,1,0,0
17,1,0,3,Mon Apr  1 11:11:29 2019,old,0,2,0,,4,0,1,10,4.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_1.csv,data,A063,63,1,1,images/prime/task/B,1.5,key_8.png,images/prime/task/B/key/key_8.png,1,,1,0,0
17,1,0,3,Mon Apr  1 11:11:29 2019,old,0,7,0,,4,0,1,10,2.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_1.csv,data,A063,63,2,1,images/prime/task/B,1.5,comb_8.png,images/prime/task/B/comb/comb_8.png,1,,1,0,0
17,1,0,3,Mon Apr  1 11:11:29 2019,old,1,7,0,,4,0,1,10,7.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_1.csv,data,A063,63,3,1,images/prime/task/B,1.5,elephant_8.png,images/prime/task/B/elephant/elephant_8.png,1,,0,0,0
17,1,0,3,Mon Apr  1 11:11:29 2019,old,0,4,0,,4,0,1,10,7.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_1.csv,data,A063,63,4,1,images/prime/task/B,1.5,bird_8.png,images/prime/task/B/bird/bird_8.png,1,0.3801259994506836,0,1,0
17,1,0,3,Mon Apr  1 11:11:29 2019,old,0,3,0,,4,0,1,10,4.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_1.csv,data,A063,63,5,1,images/prime/task/B,1.5,ball_8.png,images/prime/task/B/ball/ball_8.png,1,,1,0,0
17,1,0,3,Mon Apr  1 11:11:29 2019,old,0,6,0,,4,0,1,10,3.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_1.csv,data,A063,63,6,1,images/prime/task/B,1.5,carrot_8.png,images/prime/task/B/carrot/carrot_8.png,1,,1,0,0
17,1,0,3,Mon Apr  1 11:11:29 2019,old,0,8,0,,4,0,1,10,6.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_1.csv,data,A063,63,7,1,images/prime/task/B,1.5,umbrella_8.png,images/prime/task/B/umbrella/umbrella_8.png,1,,1,0,0
17,1,0,3,Mon Apr  1 11:11:29 2019,old,1,8,0,,4,0,1,10,8.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_1.csv,data,A063,63,8,1,images/prime/task/B,1.5,ear_8.png,images/prime/task/B/ear/ear_8.png,1,,0,0,0
17,1,0,3,Mon Apr  1 11:11:29 2019,old,0,7,0,,4,0,1,10,8.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_1.csv,data,A063,63,9,1,images/prime/task/B,1.5,camel_8.png,images/prime/task/B/camel/camel_8.png,1,0.3631927967071533,0,1,0
17,1,0,3,Mon Apr  1 11:11:29 2019,old,0,6,0,,4,0,1,10,7.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_1.csv,data,A063,63,10,1,images/prime/task/B,1.5,mountain_8.png,images/prime/task/B/mountain/mountain_8.png,1,,1,0,0
17,1,0,3,Mon Apr  1 11:11:29 2019,old,1,6,0,,4,0,1,10,6.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_1.csv,data,A063,63,11,1,images/prime/task/B,1.5,candle_8.png,images/prime/task/B/candle/candle_8.png,1,0.6990430355072021,1,1,0
17,1,0,3,Mon Apr  1 11:11:29 2019,old,0,5,0,,4,0,1,10,6.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_1.csv,data,A063,63,12,1,images/prime/task/B,1.5,sock_8.png,images/prime/task/B/sock/sock_8.png,1,,1,0,0
17,1,0,3,Mon Apr  1 11:11:29 2019,old,1,5,0,,4,0,1,10,5.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_1.csv,data,A063,63,13,1,images/prime/task/B,1.5,kangaroo_8.png,images/prime/task/B/kangaroo/kangaroo_8.png,1,0.4904139041900635,1,1,0
17,1,0,3,Mon Apr  1 11:11:29 2019,old,0,2,0,,4,0,1,10,5.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_1.csv,data,A063,63,14,1,images/prime/task/B,1.5,glasses_8.png,images/prime/task/B/glasses/glasses_8.png,1,,1,0,0
17,1,0,3,Mon Apr  1 11:11:29 2019,old,0,1,0,,4,0,1,10,2.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_1.csv,data,A063,63,15,1,images/prime/task/B,1.5,car_8.png,images/prime/task/B/car/car_8.png,1,,1,0,0
17,1,0,3,Mon Apr  1 11:11:29 2019,old,1,1,0,,4,0,1,10,1.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_1.csv,data,A063,63,16,1,images/prime/task/B,1.5,flower_8.png,images/prime/task/B/flower/flower_8.png,1,,0,0,0
17,1,0,3,Mon Apr  1 11:11:29 2019,old,0,3,0,,4,0,1,10,1.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_1.csv,data,A063,63,17,1,images/prime/task/B,1.5,guitar_8.png,images/prime/task/B/guitar/guitar_8.png,1,0.34534120559692383,0,1,0
17,1,0,3,Mon Apr  1 11:11:29 2019,old,1,3,0,,4,0,1,10,3.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_1.csv,data,A063,63,18,1,images/prime/task/B,1.5,hand_8.png,images/prime/task/B/hand/hand_8.png,1,0.953822135925293,1,1,0
17,1,0,3,Mon Apr  1 11:11:29 2019,old,0,8,0,,4,0,1,10,3.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_1.csv,data,A063,63,19,1,images/prime/task/B,1.5,sandwich_8.png,images/prime/task/B/sandwich/sandwich_8.png,1,,1,0,0
17,1,0,3,Mon Apr  1 11:11:29 2019,old,0,2,0,,4,0,1,10,8.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_1.csv,data,A063,63,20,1,images/prime/task/B,1.5,chair_8.png,images/prime/task/B/chair/chair_8.png,1,,1,0,0
17,1,0,3,Mon Apr  1 11:11:29 2019,old,0,4,0,,4,0,1,10,2.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_1.csv,data,A063,63,21,1,images/prime/task/B,1.5,pumpkin_8.png,images/prime/task/B/pumpkin/pumpkin_8.png,1,,1,0,0
17,1,0,3,Mon Apr  1 11:11:29 2019,old,0,5,0,,4,0,1,10,4.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_1.csv,data,A063,63,22,1,images/prime/task/B,1.5,apple_8.png,images/prime/task/B/apple/apple_8.png,1,,1,0,0
17,1,1,3,Mon Apr  1 11:11:29 2019,old,0,5,0,,4,0,1,10,,1,0.5,3,3,5,2,10,B,1,1,6,1,1_2.csv,data,A063,63,0,1,images/prime/task/B,1.5,comb_8.png,images/prime/task/B/comb/comb_8.png,1,,1,0,0
17,1,1,3,Mon Apr  1 11:11:29 2019,old,0,8,0,,4,0,1,10,5.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_2.csv,data,A063,63,1,1,images/prime/task/B,1.5,flower_8.png,images/prime/task/B/flower/flower_8.png,1,,1,0,0
17,1,1,3,Mon Apr  1 11:11:29 2019,old,1,8,0,,4,0,1,10,8.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_2.csv,data,A063,63,2,1,images/prime/task/B,1.5,carrot_8.png,images/prime/task/B/carrot/carrot_8.png,1,0.732429027557373,1,1,0
17,1,1,3,Mon Apr  1 11:11:29 2019,old,0,1,0,,4,0,1,10,8.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_2.csv,data,A063,63,3,1,images/prime/task/B,1.5,bowl_8.png,images/prime/task/B/bowl/bowl_8.png,1,,1,0,0
17,1,1,3,Mon Apr  1 11:11:29 2019,old,1,1,0,,4,0,1,10,1.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_2.csv,data,A063,63,4,1,images/prime/task/B,1.5,mountain_8.png,images/prime/task/B/mountain/mountain_8.png,1,0.3263678550720215,1,1,0
17,1,1,3,Mon Apr  1 11:11:29 2019,old,0,2,0,,4,0,1,10,1.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_2.csv,data,A063,63,5,1,images/prime/task/B,1.5,sandwich_8.png,images/prime/task/B/sandwich/sandwich_8.png,1,,1,0,0
17,1,1,3,Mon Apr  1 11:11:29 2019,old,0,4,0,,4,0,1,10,2.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_2.csv,data,A063,63,6,1,images/prime/task/B,1.5,car_8.png,images/prime/task/B/car/car_8.png,1,0.2084031105041504,0,1,0
17,1,1,3,Mon Apr  1 11:11:29 2019,old,0,7,0,,4,0,1,10,4.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_2.csv,data,A063,63,7,1,images/prime/task/B,1.5,camel_8.png,images/prime/task/B/camel/camel_8.png,1,,1,0,0
17,1,1,3,Mon Apr  1 11:11:29 2019,old,1,7,0,,4,0,1,10,7.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_2.csv,data,A063,63,8,1,images/prime/task/B,1.5,umbrella_8.png,images/prime/task/B/umbrella/umbrella_8.png,1,0.3136940002441406,1,1,0
17,1,1,3,Mon Apr  1 11:11:29 2019,old,0,3,0,,4,0,1,10,7.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_2.csv,data,A063,63,9,1,images/prime/task/B,1.5,apple_8.png,images/prime/task/B/apple/apple_8.png,1,,1,0,0
17,1,1,3,Mon Apr  1 11:11:29 2019,old,0,6,0,,4,0,1,10,3.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_2.csv,data,A063,63,10,1,images/prime/task/B,1.5,ear_8.png,images/prime/task/B/ear/ear_8.png,1,0.7633850574493408,0,1,0
17,1,1,3,Mon Apr  1 11:11:29 2019,old,1,6,0,,4,0,1,10,6.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_2.csv,data,A063,63,11,1,images/prime/task/B,1.5,candle_8.png,images/prime/task/B/candle/candle_8.png,1,0.7162759304046631,1,1,0
17,1,1,3,Mon Apr  1 11:11:29 2019,old,0,3,1,3-back,4,0,1,10,6.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_2.csv,data,A063,63,12,1,images/prime/task/B,1.5,sock_8.png,images/prime/task/B/sock/sock_8.png,1,,1,0,0
17,1,1,3,Mon Apr  1 11:11:29 2019,old,0,5,0,,4,0,1,10,3.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_2.csv,data,A063,63,13,1,images/prime/task/B,1.5,glasses_8.png,images/prime/task/B/glasses/glasses_8.png,1,,1,0,0
17,1,1,3,Mon Apr  1 11:11:29 2019,old,0,2,0,,4,0,1,10,5.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_2.csv,data,A063,63,14,1,images/prime/task/B,1.5,kangaroo_8.png,images/prime/task/B/kangaroo/kangaroo_8.png,1,,1,0,0
17,1,1,3,Mon Apr  1 11:11:29 2019,old,1,2,0,,4,0,1,10,2.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_2.csv,data,A063,63,15,1,images/prime/task/B,1.5,guitar_8.png,images/prime/task/B/guitar/guitar_8.png,1,0.295612096786499,1,1,0
17,1,1,3,Mon Apr  1 11:11:29 2019,old,0,8,0,,4,0,1,10,2.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_2.csv,data,A063,63,16,1,images/prime/task/B,1.5,hand_8.png,images/prime/task/B/hand/hand_8.png,1,,1,0,0
17,1,1,3,Mon Apr  1 11:11:29 2019,old,0,5,0,,4,0,1,10,8.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_2.csv,data,A063,63,17,1,images/prime/task/B,1.5,elephant_8.png,images/prime/task/B/elephant/elephant_8.png,1,,1,0,0
17,1,1,3,Mon Apr  1 11:11:29 2019,old,0,4,0,,4,0,1,10,5.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_2.csv,data,A063,63,18,1,images/prime/task/B,1.5,chair_8.png,images/prime/task/B/chair/chair_8.png,1,,1,0,0
17,1,1,3,Mon Apr  1 11:11:29 2019,old,1,4,0,,4,0,1,10,4.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_2.csv,data,A063,63,19,1,images/prime/task/B,1.5,key_8.png,images/prime/task/B/key/key_8.png,1,0.3150179386138916,1,1,0
17,1,1,3,Mon Apr  1 11:11:29 2019,old,0,7,0,,4,0,1,10,4.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_2.csv,data,A063,63,20,1,images/prime/task/B,1.5,bird_8.png,images/prime/task/B/bird/bird_8.png,1,,1,0,0
17,1,1,3,Mon Apr  1 11:11:29 2019,old,0,1,0,,4,0,1,10,7.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_2.csv,data,A063,63,21,1,images/prime/task/B,1.5,pumpkin_8.png,images/prime/task/B/pumpkin/pumpkin_8.png,1,,1,0,0
17,1,1,3,Mon Apr  1 11:11:29 2019,old,0,6,0,,4,0,1,10,1.0,1,0.5,3,3,5,2,10,B,1,1,6,1,1_2.csv,data,A063,63,22,1,images/prime/task/B,1.5,ball_8.png,images/prime/task/B/ball/ball_8.png,1,,1,0,0
17,1,2,3,Mon Apr  1 11:11:29 2019,old,0,4,0,,4,0,1,10,,1,0.5,3,3,5,2,10,B,1,1,6,2,2_3.csv,data,A063,63,0,1,images/prime/task/B,1.5,flower_8.png,images/prime/task/B/flower/flower_8.png,1,,1,0,0
17,1,2,3,Mon Apr  1 11:11:29 2019,old,0,7,0,,4,0,1,10,,1,0.5,3,3,5,2,10,B,1,1,6,2,2_3.csv,data,A063,63,1,1,images/prime/task/B,1.5,key_8.png,images/prime/task/B/key/key_8.png,1,,1,0,0
17,1,2,3,Mon Apr  1 11:11:29 2019,old,0,7,1,1-back,4,0,1,10,4.0,1,0.5,3,3,5,2,10,B,1,1,6,2,2_3.csv,data,A063,63,2,1,images/prime/task/B,1.5,elephant_8.png,images/prime/task/B/elephant/elephant_8.png,1,,1,0,0
17,1,2,3,Mon Apr  1 11:11:29 2019,old,0,2,0,,4,0,1,10,7.0,1,0.5,3,3,5,2,10,B,1,1,6,2,2_3.csv,data,A063,63,3,1,images/prime/task/B,1.5,guitar_8.png,images/prime/task/B/guitar/guitar_8.png,1,,1,0,0
17,1,2,3,Mon Apr  1 11:11:29 2019,old,0,6,0,,4,0,1,10,7.0,1,0.5,3,3,5,2,10,B,1,1,6,2,2_3.csv,data,A063,63,4,1,images/prime/task/B,1.5,bowl_8.png,images/prime/task/B/bowl/bowl_8.png,1,,1,0,0
17,1,2,3,Mon Apr  1 11:11:29 2019,old,1,2,0,,4,0,1,10,2.0,1,0.5,3,3,5,2,10,B,1,1,6,2,2_3.csv,data,A063,63,5,1,images/prime/task/B,1.5,kangaroo_8.png,images/prime/task/B/kangaroo/kangaroo_8.png,1,,0,0,0
17,1,2,3,Mon Apr  1 11:11:29 2019,old,0,8,0,,4,0,1,10,6.0,1,0.5,3,3,5,2,10,B,1,1,6,2,2_3.csv,data,A063,63,6,1,images/prime/task/B,1.5,apple_8.png,images/prime/task/B/apple/apple_8.png,1,,1,0,0
17,1,2,3,Mon Apr  1 11:11:29 2019,old,0,1,0,,4,0,1,10,2.0,1,0.5,3,3,5,2,10,B,1,1,6,2,2_3.csv,data,A063,63,7,1,images/prime/task/B,1.5,sandwich_8.png,images/prime/task/B/sandwich/sandwich_8.png,1,,1,0,0
17,1,2,3,Mon Apr  1 11:11:29 2019,old,1,8,0,,4,0,1,10,8.0,1,0.5,3,3,5,2,10,B,1,1,6,2,2_3.csv,data,A063,63,8,1,images/prime/task/B,1.5,comb_8.png,images/prime/task/B/comb/comb_8.png,1,,0,0,0
17,1,2,3,Mon Apr  1 11:11:29 2019,old,0,4,0,,4,0,1,10,1.0,1,0.5,3,3,5,2,10,B,1,1,6,2,2_3.csv,data,A063,63,9,1,images/prime/task/B,1.5,ear_8.png,images/prime/task/B/ear/ear_8.png,1,,1,0,0
17,1,2,3,Mon Apr  1 11:11:29 2019,old,0,3,0,,4,0,1,10,8.0,1,0.5,3,3,5,2,10,B,1,1,6,2,2_3.csv,data,A063,63,10,1,images/prime/task/B,1.5,mountain_8.png,images/prime/task/B/mountain/mountain_8.png,1,,1,0,0
17,1,2,3,Mon Apr  1 11:11:29 2019,old,0,5,0,,4,0,1,10,4.0,1,0.5,3,3,5,2,10,B,1,1,6,2,2_3.csv,data,A063,63,11,1,images/prime/task/B,1.5,candle_8.png,images/prime/task/B/candle/candle_8.png,1,,1,0,0
17,1,2,3,Mon Apr  1 11:11:29 2019,old,1,3,0,,4,0,1,10,3.0,1,0.5,3,3,5,2,10,B,1,1,6,2,2_3.csv,data,A063,63,12,1,images/prime/task/B,1.5,ball_8.png,images/prime/task/B/ball/ball_8.png,1,,0,0,0
17,1,2,3,Mon Apr  1 11:11:29 2019,old,0,1,0,,4,0,1,10,5.0,1,0.5,3,3,5,2,10,B,1,1,6,2,2_3.csv,data,A063,63,13,1,images/prime/task/B,1.5,hand_8.png,images/prime/task/B/hand/hand_8.png,1,,1,0,0
17,1,2,3,Mon Apr  1 11:11:29 2019,old,0,4,0,,4,0,1,10,3.0,1,0.5,3,3,5,2,10,B,1,1,6,2,2_3.csv,data,A063,63,14,1,images/prime/task/B,1.5,carrot_8.png,images/prime/task/B/carrot/carrot_8.png,1,0.16099810600280762,0,1,0
17,1,2,3,Mon Apr  1 11:11:29 2019,old,1,1,0,,4,0,1,10,1.0,1,0.5,3,3,5,2,10,B,1,1,6,2,2_3.csv,data,A063,63,15,1,images/prime/task/B,1.5,umbrella_8.png,images/prime/task/B/umbrella/umbrella_8.png,1,,0,0,0
17,1,2,3,Mon Apr  1 11:11:29 2019,old,0,6,0,,4,0,1,10,4.0,1,0.5,3,3,5,2,10,B,1,1,6,2,2_3.csv,data,A063,63,16,1,images/prime/task/B,1.5,bird_8.png,images/prime/task/B/bird/bird_8.png,1,,1,0,0
17,1,2,3,Mon Apr  1 11:11:29 2019,old,0,8,0,,4,0,1,10,1.0,1,0.5,3,3,5,2,10,B,1,1,6,2,2_3.csv,data,A063,63,17,1,images/prime/task/B,1.5,glasses_8.png,images/prime/task/B/glasses/glasses_8.png,1,,1,0,0
17,1,2,3,Mon Apr  1 11:11:29 2019,old,1,6,0,,4,0,1,10,6.0,1,0.5,3,3,5,2,10,B,1,1,6,2,2_3.csv,data,A063,63,18,1,images/prime/task/B,1.5,camel_8.png,images/prime/task/B/camel/camel_8.png,1,0.4285430908203125,1,1,0
17,1,2,3,Mon Apr  1 11:11:29 2019,old,0,5,0,,4,0,1,10,8.0,1,0.5,3,3,5,2,10,B,1,1,6,2,2_3.csv,data,A063,63,19,1,images/prime/task/B,1.5,sock_8.png,images/prime/task/B/sock/sock_8.png,1,,1,0,0
17,1,2,3,Mon Apr  1 11:11:29 2019,old,0,3,0,,4,0,1,10,6.0,1,0.5,3,3,5,2,10,B,1,1,6,2,2_3.csv,data,A063,63,20,1,images/prime/task/B,1.5,car_8.png,images/prime/task/B/car/car_8.png,1,,1,0,0
17,1,2,3,Mon Apr  1 11:11:29 2019,old,1,5,0,,4,0,1,10,5.0,1,0.5,3,3,5,2,10,B,1,1,6,2,2_3.csv,data,A063,63,21,1,images/prime/task/B,1.5,chair_8.png,images/prime/task/B/chair/chair_8.png,1,,0,0,0
